ID,FECHA CREACION, FECHA MODIFICACION,DENOMINACIÓN DE LOS ESTÍMULOS,MONTO BRUTO DE LOS ESTÍMULOS,MONTO NETO DE LOS ESTÍMULOS,TIPO DE MONEDA DE LOS ESTÍMULOS,PERIODICIDAD DE LOS ESTÍMULOS
1569433717,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,13627.62,13627.62,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433802,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,16851.37,16851.37,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433805,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,12571.06,12571.06,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433936,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,13488.39,13488.39,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433938,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,14445.55,14445.55,PESOS,EVALUCIÓN CUATRIMESTRAL
1569434025,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,13281.44,13281.44,PESOS,EVALUCIÓN CUATRIMESTRAL
1569434028,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,8992.26,8992.26,PESOS,EVALUCIÓN CUATRIMESTRAL
1569434144,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,16851.37,16851.37,PESOS,EVALUCIÓN CUATRIMESTRAL
1569434147,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,15428.79,15428.79,PESOS,EVALUCIÓN CUATRIMESTRAL
1569431588,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,13488.39,13488.39,PESOS,EVALUCIÓN CUATRIMESTRAL
1569431591,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,12648.42,12648.42,PESOS,EVALUCIÓN CUATRIMESTRAL
1569431695,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,12648.42,12648.42,PESOS,EVALUCIÓN CUATRIMESTRAL
1569431699,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,13728.15,13728.15,PESOS,EVALUCIÓN CUATRIMESTRAL
1569431800,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,23143.18,23143.18,PESOS,EVALUCIÓN CUATRIMESTRAL
1569431894,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,13488.39,13488.39,PESOS,EVALUCIÓN CUATRIMESTRAL
1569431998,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,3053.82,3053.82,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432104,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,3053.82,3053.82,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432107,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,14445.55,14445.55,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432191,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,15574.95,15574.95,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432193,24/06/2022,24/06/2022,ESTÍMULO AL DESEMPEÑO DEL PERSONAL ADMVO. DE CONFIANZA,4584.44,4584.44,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432196,24/06/2022,24/06/2022,ESTÍMULO AL DESEMPEÑO DEL PERSONAL ADMVO. DE CONFIANZA,4322.65,4322.65,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432269,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,25963.56,25963.56,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432357,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,6062.58,6062.58,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432435,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,13488.39,13488.39,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432437,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,24300.94,24300.94,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432525,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,11912.76,11912.76,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432600,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,10383.3,10383.3,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432605,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,12979.08,12979.08,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432699,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,18322.88,18322.88,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432794,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,16353.09,16353.09,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432796,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,14445.55,14445.55,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432888,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,16049.74,16049.74,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432975,24/06/2022,24/06/2022,ESTÍMULO AL DESEMPEÑO DEL PERSONAL ADMVO. DE CONFIANZA,7722,7722,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432977,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,19238.04,19238.04,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432980,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,22041.58,22041.58,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433062,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,14163.67,14163.67,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433064,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,8432.28,8432.28,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433147,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,19238.04,19238.04,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433149,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,8992.26,8992.26,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433228,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,8854.29,8854.29,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433231,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,7966.08,7966.08,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433290,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,8992.26,8992.26,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433292,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,22041.58,22041.58,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433384,24/06/2022,24/06/2022,ESTÍMULO AL DESEMPEÑO DEL PERSONAL ADMVO. DE CONFIANZA,9102.38,9102.38,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433634,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,10383.3,10383.3,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433636,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,34929.22,34929.22,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433724,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,14832.18,14832.18,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433807,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,14694.39,14694.39,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433812,24/06/2022,24/06/2022,ESTÍMULO AL DESEMPEÑO DEL PERSONAL ADMVO. DE CONFIANZA,1018.76,1018.76,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433940,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,15269.13,15269.13,PESOS,EVALUCIÓN CUATRIMESTRAL
1569434031,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,14445.55,14445.55,PESOS,EVALUCIÓN CUATRIMESTRAL
1569434033,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,14445.55,14445.55,PESOS,EVALUCIÓN CUATRIMESTRAL
1569434150,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,15574.95,15574.95,PESOS,EVALUCIÓN CUATRIMESTRAL
1569434153,24/06/2022,24/06/2022,ESTÍMULO AL DESEMPEÑO DEL PERSONAL ADMVO. DE CONFIANZA,1691.17,1691.17,PESOS,EVALUCIÓN CUATRIMESTRAL
1569434156,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,13281.44,13281.44,PESOS,EVALUCIÓN CUATRIMESTRAL
1569431593,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,13627.62,13627.62,PESOS,EVALUCIÓN CUATRIMESTRAL
1569431596,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,16353.09,16353.09,PESOS,EVALUCIÓN CUATRIMESTRAL
1569431599,24/06/2022,24/06/2022,ESTÍMULO AL DESEMPEÑO DEL PERSONAL ADMVO. DE CONFIANZA,2029.43,2029.43,PESOS,EVALUCIÓN CUATRIMESTRAL
1569431702,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,22041.58,22041.58,PESOS,EVALUCIÓN CUATRIMESTRAL
1569431705,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,24300.94,24300.94,PESOS,EVALUCIÓN CUATRIMESTRAL
1569431805,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,15574.95,15574.95,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432001,24/06/2022,24/06/2022,ESTÍMULO AL DESEMPEÑO DEL PERSONAL ADMVO. DE CONFIANZA,6412.77,6412.77,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432110,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,18322.88,18322.88,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432198,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,19238.04,19238.04,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432360,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,12571.06,12571.06,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432362,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,18322.88,18322.88,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432527,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,16851.37,16851.37,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432705,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,10112.13,10112.13,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432799,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,21622.13,21622.13,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432801,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,9975.87,9975.87,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432895,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,17694.18,17694.18,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432898,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,17450.91,17450.91,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432982,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,20592.22,20592.22,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432984,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,18322.88,18322.88,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433067,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,17694.18,17694.18,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433152,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,14163.67,14163.67,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433154,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,13488.39,13488.39,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433233,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,13488.39,13488.39,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433236,24/06/2022,24/06/2022,ESTÍMULO AL DESEMPEÑO DEL PERSONAL ADMVO. DE CONFIANZA,1282.55,1282.55,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433295,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,15428.79,15428.79,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433297,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,16353.09,16353.09,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433468,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,3664.58,3664.58,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433552,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,14694.39,14694.39,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433555,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,23143.18,23143.18,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433639,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,13627.62,13627.62,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433814,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,18514.55,18514.55,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433945,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,12037.95,12037.95,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433947,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,13488.39,13488.39,PESOS,EVALUCIÓN CUATRIMESTRAL
1569434036,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,17450.91,17450.91,PESOS,EVALUCIÓN CUATRIMESTRAL
1569434039,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,12648.42,12648.42,PESOS,EVALUCIÓN CUATRIMESTRAL
1569434160,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,19548.63,19548.63,PESOS,EVALUCIÓN CUATRIMESTRAL
1569434163,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,20049.3,20049.3,PESOS,EVALUCIÓN CUATRIMESTRAL
1569431602,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,16353.09,16353.09,PESOS,EVALUCIÓN CUATRIMESTRAL
1569431605,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,15168.19,15168.19,PESOS,EVALUCIÓN CUATRIMESTRAL
1569431711,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,11234.25,11234.25,PESOS,EVALUCIÓN CUATRIMESTRAL
1569431714,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,15574.95,15574.95,PESOS,EVALUCIÓN CUATRIMESTRAL
1569431811,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,8380.71,8380.71,PESOS,EVALUCIÓN CUATRIMESTRAL
1569431907,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,19238.04,19238.04,PESOS,EVALUCIÓN CUATRIMESTRAL
1569431911,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,18322.88,18322.88,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432012,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,15168.19,15168.19,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432120,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,14694.39,14694.39,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432203,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,13627.62,13627.62,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432205,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,6207.21,6207.21,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432279,24/06/2022,24/06/2022,ESTÍMULO AL DESEMPEÑO DEL PERSONAL ADMVO. DE CONFIANZA,5152.65,5152.65,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432282,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,15212.2,15212.2,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432364,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,15168.19,15168.19,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432367,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,7586.28,7586.28,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432444,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,15574.95,15574.95,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432447,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,18322.88,18322.88,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432532,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,14445.55,14445.55,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432537,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,17694.18,17694.18,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432614,24/06/2022,24/06/2022,ESTÍMULO AL DESEMPEÑO DEL PERSONAL ADMVO. DE CONFIANZA,1209.09,1209.09,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432707,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,13994.01,13994.01,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432710,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,8992.26,8992.26,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432900,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,17450.91,17450.91,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432903,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,14445.55,14445.55,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432987,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,12215.25,12215.25,PESOS,EVALUCIÓN CUATRIMESTRAL
1569432989,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,19238.04,19238.04,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433072,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,14445.55,14445.55,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433074,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,18322.88,18322.88,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433157,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,18322.88,18322.88,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433162,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,19238.04,19238.04,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433302,24/06/2022,24/06/2022,ESTÍMULO AL DESEMPEÑO DEL PERSONAL ADMVO. DE CONFIANZA,8587.75,8587.75,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433391,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,31682.6,31682.6,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433394,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,17450.91,17450.91,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433646,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,14445.55,14445.55,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433731,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,7980.66,7980.66,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433733,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,15284.15,15284.15,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433821,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,14445.55,14445.55,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433860,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,15574.95,15574.95,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433862,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,12571.06,12571.06,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433950,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,11633.94,11633.94,PESOS,EVALUCIÓN CUATRIMESTRAL
1569433952,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,15168.19,15168.19,PESOS,EVALUCIÓN CUATRIMESTRAL
1569434045,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,10112.13,10112.13,PESOS,EVALUCIÓN CUATRIMESTRAL
1569434089,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,55534.71,55534.71,PESOS,EVALUCIÓN CUATRIMESTRAL
1569434166,24/06/2022,24/06/2022,COMPLEMENTO AL SALARIO POR CALIDAD Y EFICIENCIA,13281.44,13281.44,PESOS,EVALUCIÓN CUATRIMESTRAL
