ID,FECHA CREACION, FECHA MODIFICACION,DENOMINACIÓN DE LAS GRATIFICACIONES,MONTO BRUTO DE LAS GRATIFICACIONES,MONTO NETO DE LAS GRATIFICACIONES,TIPO DE MONEDA DE LAS GRATIFICACIONES,PERIODICIDAD DE LAS GRATIFICACIONES
1569447503,24/06/2022,24/06/2022,AGUINALDO,8770.37,8770.37,PESOS,ANUAL
1569447504,24/06/2022,24/06/2022,AGUINALDO,18296.52,18296.52,PESOS,ANUAL
1569447539,24/06/2022,24/06/2022,AGUINALDO,0,0,NO APLICA,NO APLICA
1569447540,24/06/2022,24/06/2022,AGUINALDO,14349.69,14349.69,PESOS,ANUAL
1569447573,24/06/2022,24/06/2022,AGUINALDO,11130.67,11130.67,PESOS,ANUAL
1569447574,24/06/2022,24/06/2022,AGUINALDO,9745.97,9745.97,PESOS,ANUAL
1569447607,24/06/2022,24/06/2022,AGUINALDO,10233.77,10233.77,PESOS,ANUAL
1569447608,24/06/2022,24/06/2022,AGUINALDO,9686.4,9686.4,PESOS,ANUAL
1569447640,24/06/2022,24/06/2022,AGUINALDO,15751.17,15751.17,PESOS,ANUAL
1569447641,24/06/2022,24/06/2022,AGUINALDO,12000.93,12000.93,PESOS,ANUAL
1569447642,24/06/2022,24/06/2022,AGUINALDO,11854.4,11854.4,PESOS,ANUAL
1569447674,24/06/2022,24/06/2022,AGUINALDO,10393.19,10393.19,PESOS,ANUAL
1569447675,24/06/2022,24/06/2022,AGUINALDO,21177.36,21177.36,PESOS,ANUAL
1569447708,24/06/2022,24/06/2022,AGUINALDO,15272.63,15272.63,PESOS,ANUAL
1569447709,24/06/2022,24/06/2022,AGUINALDO,12000.93,12000.93,PESOS,ANUAL
1569447742,24/06/2022,24/06/2022,AGUINALDO,12984.47,12984.47,PESOS,ANUAL
1569447743,24/06/2022,24/06/2022,AGUINALDO,12366.73,12366.73,PESOS,ANUAL
1569447776,24/06/2022,24/06/2022,AGUINALDO,11130.67,11130.67,PESOS,ANUAL
1569447777,24/06/2022,24/06/2022,AGUINALDO,16370.27,16370.27,PESOS,ANUAL
1569447814,24/06/2022,24/06/2022,AGUINALDO,16696,16696,PESOS,ANUAL
1569447815,24/06/2022,24/06/2022,AGUINALDO,0,0,NO APLICA,NO APLICA
1569447848,24/06/2022,24/06/2022,AGUINALDO,17103.72,17103.72,PESOS,ANUAL
1569447849,24/06/2022,24/06/2022,AGUINALDO,9745.97,9745.97,PESOS,ANUAL
1569447883,24/06/2022,24/06/2022,AGUINALDO,9745.97,9745.97,PESOS,ANUAL
1569447884,24/06/2022,24/06/2022,AGUINALDO,18007.31,18007.31,PESOS,ANUAL
1569447917,24/06/2022,24/06/2022,AGUINALDO,11130.67,11130.67,PESOS,ANUAL
1569447918,24/06/2022,24/06/2022,AGUINALDO,13886.8,13886.8,PESOS,ANUAL
1569447953,24/06/2022,24/06/2022,AGUINALDO,11130.67,11130.67,PESOS,ANUAL
1569447954,24/06/2022,24/06/2022,AGUINALDO,16370.27,16370.27,PESOS,ANUAL
1569447987,24/06/2022,24/06/2022,AGUINALDO,16696,16696,PESOS,ANUAL
1569447988,24/06/2022,24/06/2022,AGUINALDO,11160.89,11160.89,PESOS,ANUAL
1569448027,24/06/2022,24/06/2022,AGUINALDO,14618.96,14618.96,PESOS,ANUAL
1569448028,24/06/2022,24/06/2022,AGUINALDO,11428.56,11428.56,PESOS,ANUAL
1569448060,24/06/2022,24/06/2022,AGUINALDO,16370.27,16370.27,PESOS,ANUAL
1569448061,24/06/2022,24/06/2022,AGUINALDO,12000.93,12000.93,PESOS,ANUAL
1569448093,24/06/2022,24/06/2022,AGUINALDO,18299.96,18299.96,PESOS,ANUAL
1569448094,24/06/2022,24/06/2022,AGUINALDO,10600.37,10600.37,PESOS,ANUAL
1569448126,24/06/2022,24/06/2022,AGUINALDO,11130.67,11130.67,PESOS,ANUAL
1569448127,24/06/2022,24/06/2022,AGUINALDO,11130.67,11130.67,PESOS,ANUAL
1569448159,24/06/2022,24/06/2022,AGUINALDO,14118.24,14118.24,PESOS,ANUAL
1569448160,24/06/2022,24/06/2022,AGUINALDO,12366.73,12366.73,PESOS,ANUAL
1569448195,24/06/2022,24/06/2022,AGUINALDO,0,0,NO APLICA,NO APLICA
1569448196,24/06/2022,24/06/2022,AGUINALDO,0,0,NO APLICA,NO APLICA
1569448231,24/06/2022,24/06/2022,AGUINALDO,0,0,NO APLICA,NO APLICA
1569448232,24/06/2022,24/06/2022,AGUINALDO,19894.01,19894.01,PESOS,ANUAL
1569448265,24/06/2022,24/06/2022,AGUINALDO,13410.19,13410.19,PESOS,ANUAL
1569448266,24/06/2022,24/06/2022,AGUINALDO,28556.16,28556.16,PESOS,ANUAL
1569448267,24/06/2022,24/06/2022,AGUINALDO,15926.4,15926.4,PESOS,ANUAL
1569448299,24/06/2022,24/06/2022,AGUINALDO,38216.52,38216.52,PESOS,ANUAL
1569448300,24/06/2022,24/06/2022,AGUINALDO,0,0,NO APLICA,NO APLICA
1569448332,24/06/2022,24/06/2022,AGUINALDO,0,0,NO APLICA,NO APLICA
1569448333,24/06/2022,24/06/2022,AGUINALDO,0,0,NO APLICA,NO APLICA
1569448364,24/06/2022,24/06/2022,AGUINALDO,0,0,NO APLICA,NO APLICA
1569448365,24/06/2022,24/06/2022,AGUINALDO,23607.56,23607.56,PESOS,ANUAL
1569448399,24/06/2022,24/06/2022,AGUINALDO,11530.01,11530.01,PESOS,ANUAL
1569448400,24/06/2022,24/06/2022,AGUINALDO,12000.93,12000.93,PESOS,ANUAL
1569448436,24/06/2022,24/06/2022,AGUINALDO,18361.72,18361.72,PESOS,ANUAL
1569448437,24/06/2022,24/06/2022,AGUINALDO,19476.69,19476.69,PESOS,ANUAL
1569448438,24/06/2022,24/06/2022,AGUINALDO,16696,16696,PESOS,ANUAL
1569448470,24/06/2022,24/06/2022,AGUINALDO,0,0,NO APLICA,NO APLICA
1569448471,24/06/2022,24/06/2022,AGUINALDO,11969.28,11969.28,PESOS,ANUAL
1569448506,24/06/2022,24/06/2022,AGUINALDO,8768.15,8768.15,PESOS,ANUAL
1569448507,24/06/2022,24/06/2022,AGUINALDO,9072.8,9072.8,PESOS,ANUAL
1569448544,24/06/2022,24/06/2022,AGUINALDO,11804.2,11804.2,PESOS,ANUAL
1569448545,24/06/2022,24/06/2022,AGUINALDO,7736.52,7736.52,PESOS,ANUAL
1569448546,24/06/2022,24/06/2022,AGUINALDO,33621.8,33621.8,PESOS,ANUAL
1569448581,24/06/2022,24/06/2022,AGUINALDO,9586.2,9586.2,PESOS,ANUAL
1569448582,24/06/2022,24/06/2022,AGUINALDO,11428.56,11428.56,PESOS,ANUAL
1569448616,24/06/2022,24/06/2022,AGUINALDO,15589.77,15589.77,PESOS,ANUAL
1569448617,24/06/2022,24/06/2022,AGUINALDO,20321.84,20321.84,PESOS,ANUAL
1569448650,24/06/2022,24/06/2022,AGUINALDO,19157.4,19157.4,PESOS,ANUAL
1569448651,24/06/2022,24/06/2022,AGUINALDO,11341,11341,PESOS,ANUAL
1569448653,24/06/2022,24/06/2022,AGUINALDO,17207,17207,PESOS,ANUAL
1569448654,24/06/2022,24/06/2022,AGUINALDO,18591,18591,PESOS,ANUAL
1569448655,24/06/2022,24/06/2022,AGUINALDO,16696,16696,PESOS,ANUAL
1569447080,24/06/2022,24/06/2022,AGUINALDO,16489.61,16489.61,PESOS,ANUAL
1569447081,24/06/2022,24/06/2022,AGUINALDO,12845.51,12845.51,PESOS,ANUAL
1569447082,24/06/2022,24/06/2022,AGUINALDO,16092.92,16092.92,PESOS,ANUAL
1569447116,24/06/2022,24/06/2022,AGUINALDO,14062.84,14062.84,PESOS,ANUAL
1569447117,24/06/2022,24/06/2022,AGUINALDO,8038.72,8038.72,PESOS,ANUAL
1569447150,24/06/2022,24/06/2022,AGUINALDO,14139.64,14139.64,PESOS,ANUAL
1569447151,24/06/2022,24/06/2022,AGUINALDO,13446.44,13446.44,PESOS,ANUAL
1569447217,24/06/2022,24/06/2022,AGUINALDO,0,0,NO APLICA,NO APLICA
1569447218,24/06/2022,24/06/2022,AGUINALDO,16856.59,16856.59,PESOS,ANUAL
1569447221,24/06/2022,24/06/2022,AGUINALDO,12197.68,12197.68,PESOS,ANUAL
1569447222,24/06/2022,24/06/2022,AGUINALDO,11092.43,11092.43,PESOS,ANUAL
1569447255,24/06/2022,24/06/2022,AGUINALDO,19638.28,19638.28,PESOS,ANUAL
1569447256,24/06/2022,24/06/2022,AGUINALDO,12197.68,12197.68,PESOS,ANUAL
1569447294,24/06/2022,24/06/2022,AGUINALDO,13197.33,13197.33,PESOS,ANUAL
1569447295,24/06/2022,24/06/2022,AGUINALDO,14618.96,14618.96,PESOS,ANUAL
1569447332,24/06/2022,24/06/2022,AGUINALDO,9905.75,9905.75,PESOS,ANUAL
1569447333,24/06/2022,24/06/2022,AGUINALDO,0,0,NO APLICA,NO APLICA
1569447364,24/06/2022,24/06/2022,AGUINALDO,11969.93,11969.93,PESOS,ANUAL
1569447365,24/06/2022,24/06/2022,AGUINALDO,13197.32,13197.32,PESOS,ANUAL
1569447396,24/06/2022,24/06/2022,AGUINALDO,0,0,NO APLICA,NO APLICA
1569447397,24/06/2022,24/06/2022,AGUINALDO,14349.69,14349.69,PESOS,ANUAL
1569447431,24/06/2022,24/06/2022,AGUINALDO,21341.45,21341.45,PESOS,ANUAL
1569447432,24/06/2022,24/06/2022,AGUINALDO,19888.57,19888.57,PESOS,ANUAL
1569447466,24/06/2022,24/06/2022,AGUINALDO,25631.8,25631.8,PESOS,ANUAL
1569447467,24/06/2022,24/06/2022,AGUINALDO,16161.24,16161.24,PESOS,ANUAL
1569447505,24/06/2022,24/06/2022,AGUINALDO,14858.61,14858.61,PESOS,ANUAL
1569447506,24/06/2022,24/06/2022,AGUINALDO,9905.75,9905.75,PESOS,ANUAL
1569447541,24/06/2022,24/06/2022,AGUINALDO,9745.97,9745.97,PESOS,ANUAL
1569447542,24/06/2022,24/06/2022,AGUINALDO,16696,16696,PESOS,ANUAL
1569447575,24/06/2022,24/06/2022,AGUINALDO,10600.37,10600.37,PESOS,ANUAL
1569447576,24/06/2022,24/06/2022,AGUINALDO,12600.57,12600.57,PESOS,ANUAL
1569447609,24/06/2022,24/06/2022,AGUINALDO,26914.01,26914.01,PESOS,ANUAL
1569447610,24/06/2022,24/06/2022,AGUINALDO,26914.01,26914.01,PESOS,ANUAL
1569447643,24/06/2022,24/06/2022,AGUINALDO,12600.57,12600.57,PESOS,ANUAL
1569447644,24/06/2022,24/06/2022,AGUINALDO,12197.68,12197.68,PESOS,ANUAL
1569447676,24/06/2022,24/06/2022,AGUINALDO,10233.77,10233.77,PESOS,ANUAL
1569447677,24/06/2022,24/06/2022,AGUINALDO,18001.4,18001.4,PESOS,ANUAL
1569447710,24/06/2022,24/06/2022,AGUINALDO,18001.4,18001.4,PESOS,ANUAL
1569447711,24/06/2022,24/06/2022,AGUINALDO,12984.47,12984.47,PESOS,ANUAL
1569447744,24/06/2022,24/06/2022,AGUINALDO,0,0,NO APLICA,NO APLICA
1569447745,24/06/2022,24/06/2022,AGUINALDO,11530.01,11530.01,PESOS,ANUAL
1569447778,24/06/2022,24/06/2022,AGUINALDO,0,0,NO APLICA,NO APLICA
1569447779,24/06/2022,24/06/2022,AGUINALDO,14618.96,14618.96,PESOS,ANUAL
1569447816,24/06/2022,24/06/2022,AGUINALDO,10859.87,10859.87,PESOS,ANUAL
1569447817,24/06/2022,24/06/2022,AGUINALDO,16669.19,16669.19,PESOS,ANUAL
1569447850,24/06/2022,24/06/2022,AGUINALDO,12000.93,12000.93,PESOS,ANUAL
1569447851,24/06/2022,24/06/2022,AGUINALDO,18001.4,18001.4,PESOS,ANUAL
1569447885,24/06/2022,24/06/2022,AGUINALDO,13836.03,13836.03,PESOS,ANUAL
1569447886,24/06/2022,24/06/2022,AGUINALDO,18550.11,18550.11,PESOS,ANUAL
1569447919,24/06/2022,24/06/2022,AGUINALDO,13836.03,13836.03,PESOS,ANUAL
1569447920,24/06/2022,24/06/2022,AGUINALDO,11428.56,11428.56,PESOS,ANUAL
1569447921,24/06/2022,24/06/2022,AGUINALDO,14558.72,14558.72,PESOS,ANUAL
1569447955,24/06/2022,24/06/2022,AGUINALDO,12600.57,12600.57,PESOS,ANUAL
1569447956,24/06/2022,24/06/2022,AGUINALDO,10621.19,10621.19,PESOS,ANUAL
1569447989,24/06/2022,24/06/2022,AGUINALDO,15900.56,15900.56,PESOS,ANUAL
1569447990,24/06/2022,24/06/2022,AGUINALDO,14618.96,14618.96,PESOS,ANUAL
1569448029,24/06/2022,24/06/2022,AGUINALDO,22235.12,22235.12,PESOS,ANUAL
1569448030,24/06/2022,24/06/2022,AGUINALDO,12000.93,12000.93,PESOS,ANUAL
1569448062,24/06/2022,24/06/2022,AGUINALDO,12000.93,12000.93,PESOS,ANUAL
1569448063,24/06/2022,24/06/2022,AGUINALDO,7909.05,7909.05,PESOS,ANUAL
1569448095,24/06/2022,24/06/2022,AGUINALDO,10393.19,10393.19,PESOS,ANUAL
1569448096,24/06/2022,24/06/2022,AGUINALDO,10233.77,10233.77,PESOS,ANUAL
1569448128,24/06/2022,24/06/2022,AGUINALDO,12806.33,12806.33,PESOS,ANUAL
1569448129,24/06/2022,24/06/2022,AGUINALDO,11530.01,11530.01,PESOS,ANUAL
1569448161,24/06/2022,24/06/2022,AGUINALDO,16696,16696,PESOS,ANUAL
1569448162,24/06/2022,24/06/2022,AGUINALDO,17784.6,17784.6,PESOS,ANUAL
1569448163,24/06/2022,24/06/2022,AGUINALDO,28017.4,28017.4,PESOS,ANUAL
1569448197,24/06/2022,24/06/2022,AGUINALDO,34413.55,34413.55,PESOS,ANUAL
1569448198,24/06/2022,24/06/2022,AGUINALDO,23954.73,23954.73,PESOS,ANUAL
1569448199,24/06/2022,24/06/2022,AGUINALDO,12297.33,12297.33,PESOS,ANUAL
1569448233,24/06/2022,24/06/2022,AGUINALDO,21138.6,21138.6,PESOS,ANUAL
1569448268,24/06/2022,24/06/2022,AGUINALDO,31682.07,31682.07,PESOS,ANUAL
1569448269,24/06/2022,24/06/2022,AGUINALDO,25717.56,25717.56,PESOS,ANUAL
1569448270,24/06/2022,24/06/2022,AGUINALDO,21627.47,21627.47,PESOS,ANUAL
1569448301,24/06/2022,24/06/2022,AGUINALDO,10233.77,10233.77,PESOS,ANUAL
1569448302,24/06/2022,24/06/2022,AGUINALDO,19926.55,19926.55,PESOS,ANUAL
1569448334,24/06/2022,24/06/2022,AGUINALDO,14962.55,14962.55,PESOS,ANUAL
1569448335,24/06/2022,24/06/2022,AGUINALDO,27493.17,27493.17,PESOS,ANUAL
1569448366,24/06/2022,24/06/2022,AGUINALDO,0,0,NO APLICA,NO APLICA
1569448367,24/06/2022,24/06/2022,AGUINALDO,52018.13,52018.13,PESOS,ANUAL
1569448401,24/06/2022,24/06/2022,AGUINALDO,10948.2,10948.2,PESOS,ANUAL
1569448402,24/06/2022,24/06/2022,AGUINALDO,18001.4,18001.4,PESOS,ANUAL
1569448439,24/06/2022,24/06/2022,AGUINALDO,12984.47,12984.47,PESOS,ANUAL
1569448440,24/06/2022,24/06/2022,AGUINALDO,11687.6,11687.6,PESOS,ANUAL
1569448441,24/06/2022,24/06/2022,AGUINALDO,19173.21,19173.21,PESOS,ANUAL
1569448472,24/06/2022,24/06/2022,AGUINALDO,12806.33,12806.33,PESOS,ANUAL
1569448473,24/06/2022,24/06/2022,AGUINALDO,9745.97,9745.97,PESOS,ANUAL
1569448508,24/06/2022,24/06/2022,AGUINALDO,0,0,NO APLICA,NO APLICA
1569448509,24/06/2022,24/06/2022,AGUINALDO,14823.07,14823.07,PESOS,ANUAL
1569448547,24/06/2022,24/06/2022,AGUINALDO,0,0,NO APLICA,NO APLICA
1569448548,24/06/2022,24/06/2022,AGUINALDO,0,0,NO APLICA,NO APLICA
1569448583,24/06/2022,24/06/2022,AGUINALDO,18724.56,18724.56,PESOS,ANUAL
1569448584,24/06/2022,24/06/2022,AGUINALDO,20028.01,20028.01,PESOS,ANUAL
1569448585,24/06/2022,24/06/2022,AGUINALDO,18001.4,18001.4,PESOS,ANUAL
1569448618,24/06/2022,24/06/2022,AGUINALDO,0,0,NO APLICA,NO APLICA
1569448619,24/06/2022,24/06/2022,AGUINALDO,11130.68,11130.68,PESOS,ANUAL
1569448656,24/06/2022,24/06/2022,AGUINALDO,11804.2,11804.2,PESOS,ANUAL
1569448657,24/06/2022,24/06/2022,AGUINALDO,25211.6,25211.6,PESOS,ANUAL
1569447083,24/06/2022,24/06/2022,AGUINALDO,14349.69,14349.69,PESOS,ANUAL
1569447084,24/06/2022,24/06/2022,AGUINALDO,11719.04,11719.04,PESOS,ANUAL
1569447118,24/06/2022,24/06/2022,AGUINALDO,10401.53,10401.53,PESOS,ANUAL
1569447119,24/06/2022,24/06/2022,AGUINALDO,9745.97,9745.97,PESOS,ANUAL
1569447152,24/06/2022,24/06/2022,AGUINALDO,12197.68,12197.68,PESOS,ANUAL
